PopulationID,arrestdate,verdictdate,jailed
21988,2013-01-04,2014-12-10,0
21992,2013-04-03,2013-12-13,1
21994,2009-12-11,2010-01-30,0
21994,2011-05-13,2012-12-21,1
21994,2013-03-04,2013-05-03,1
21997,2004-09-19,2004-10-02,0
21997,2005-03-09,2005-05-14,1
21997,2008-11-12,2009-02-09,1
21997,2008-11-06,2010-08-17,1
22001,2004-03-24,2004-06-30,1
22001,2004-03-25,2007-02-16,0
22001,2004-03-20,2008-08-22,0
22002,2008-11-19,2008-12-03,0
22005,2008-04-13,2008-07-29,0
22006,2009-07-10,2009-10-06,0
22009,2005-07-02,2005-09-15,0
22009,2012-08-30,2014-01-01,1
22012,2006-10-19,2006-11-22,0
22013,2004-01-29,2004-08-22,0
22014,2008-03-20,2008-07-06,0
22014,2008-03-06,2008-11-05,0
22014,2008-03-21,2009-07-05,1
22014,2008-03-18,2009-09-08,1
22014,2009-08-16,2009-09-30,1
22014,2012-05-24,2012-10-31,0
22014,2011-07-04,2012-12-27,1
22014,2012-05-06,2013-01-13,1
22021,2012-02-27,2013-07-13,0
22021,2013-11-07,2014-05-13,0
22022,2002-07-14,2002-10-21,0
22022,2005-05-04,2005-08-14,0
22022,2007-12-28,2008-05-14,1
22024,2006-04-27,2006-08-12,0
22024,2007-01-06,2007-05-22,0
22024,2007-01-20,2007-11-17,0
22024,2008-11-01,2008-11-19,0
22024,2012-05-25,2012-12-14,1
22024,2014-12-19,2015-05-13,0
22025,2002-07-03,2002-08-06,0
22025,2010-06-13,2011-01-17,0
22025,2010-06-20,2011-12-24,0
22026,2006-07-24,2006-08-27,0
22027,2003-04-17,2003-07-22,0
22027,2003-04-27,2005-03-06,0
22031,2003-10-10,2004-10-21,1
22031,2003-02-28,2007-07-04,0
22032,2009-11-02,2010-05-18,0
22033,2010-04-01,2010-08-09,0
22037,2004-05-04,2004-08-21,0
22041,2000-08-08,2000-12-06,0
22042,2007-05-07,2007-07-07,0
22042,2007-05-05,2007-10-31,0
22042,2007-05-13,2008-07-31,0
22042,2007-05-02,2009-10-11,0
22042,2011-08-30,2011-10-14,0
22043,2007-12-05,2008-08-31,0
22043,2009-04-11,2009-11-10,1
22043,2008-02-27,2010-02-01,1
22043,2007-11-29,2010-03-22,0
22044,2008-11-03,2009-01-06,0
22044,2008-10-21,2009-10-01,0
22044,2008-11-03,2011-06-22,0
22044,2011-01-29,2011-08-14,1
22045,2010-10-07,2010-11-11,0
22045,2011-10-03,2011-12-04,0
22047,2005-11-16,2006-02-06,1
22047,2007-01-16,2007-02-09,1
22047,2007-01-12,2008-11-02,0
22049,2009-05-14,2009-07-24,0
22050,2009-08-05,2010-01-04,1
22050,2012-05-07,2013-06-05,1
22053,2006-05-24,2006-06-17,0
22054,2005-09-20,2006-01-19,0
22054,2005-09-20,2006-12-08,0
22054,2006-10-07,2006-12-10,0
22054,2006-10-22,2010-01-24,1
22055,2012-01-04,2012-03-02,0
22059,2002-10-19,2003-08-16,1
22059,2002-10-21,2006-03-19,1
22060,2010-02-11,2010-06-11,0
22061,2005-09-25,2005-11-08,0
22061,2008-07-11,2009-01-06,1
22061,2008-07-11,2011-02-18,0
22063,2001-11-13,2003-12-21,0
22064,2005-02-19,2005-05-19,0
22064,2005-02-20,2005-09-30,0
22065,2000-09-21,2001-06-02,0
22068,2008-08-03,2008-08-13,0
22071,2002-11-16,2003-01-27,0
22071,2006-06-03,2006-10-06,1
22072,2001-06-13,2001-08-11,0
22074,2009-03-25,2009-04-08,0
22075,2007-09-14,2007-11-10,0
22075,2009-10-02,2010-04-20,0
22079,2003-11-15,2003-12-31,0
22079,2007-03-06,2007-08-08,1
22080,2007-01-01,2007-02-08,0
22081,2007-05-06,2007-05-09,0
22083,2012-01-17,2012-04-02,0
22083,2013-03-28,2014-05-31,0
22085,2006-08-04,2006-12-25,0
22086,2004-03-06,2004-04-22,0
22086,2008-05-01,2008-10-06,0
22087,2004-11-24,2005-02-07,0
22087,2004-11-12,2005-03-23,0
22087,2005-12-15,2006-04-16,0
22087,2015-07-06,2015-09-18,1
22088,2006-08-18,2006-10-06,0
22089,2003-03-25,2003-06-23,0
22089,2006-11-17,2007-03-09,0
22089,2007-06-22,2007-11-27,1
22089,2011-01-22,2011-01-29,0
22089,2014-04-10,2014-07-28,1
22089,2015-06-26,2015-09-06,1
22091,2004-10-23,2004-11-20,0
22091,2005-06-13,2005-09-14,0
22093,2004-02-13,2004-05-16,0
22093,2005-01-02,2005-06-04,1
22093,2006-10-08,2006-10-26,1
22093,2006-12-14,2006-12-30,1
22093,2006-10-20,2011-12-05,0
22093,2013-03-03,2014-01-08,0
22093,2013-12-12,2014-01-30,1
22093,2014-03-26,2014-04-16,1
22094,2005-03-25,2005-06-17,0
22096,2007-10-24,2008-10-14,0
22097,2015-05-14,2015-09-03,0
22099,2010-04-07,2010-06-13,0
22099,2010-04-13,2011-06-18,0
22100,2010-03-28,2011-05-17,0
22101,2008-03-19,2008-06-03,0
22102,2010-04-22,2013-05-29,0
22104,2009-05-01,2009-06-29,0
22104,2014-09-21,2014-10-21,0
22104,2014-09-02,2015-05-15,0
22105,2000-12-20,2001-05-06,0
22105,2000-12-28,2003-05-31,0
22106,2010-01-05,2010-07-03,0
22106,2012-12-09,2013-06-03,0
22106,2013-01-19,2013-09-12,1
22106,2015-02-19,2015-08-10,1
22107,2000-02-03,2000-03-10,0
22107,2002-10-02,2002-12-15,0
22109,2012-10-30,2012-11-09,0
22113,2008-08-11,2009-01-01,0
22116,2007-06-02,2008-01-27,0
22119,2005-09-21,2006-02-14,1
22119,2008-08-06,2010-02-13,1
22121,2012-05-14,2012-05-26,0
22121,2009-11-04,2012-11-29,0
22122,2001-04-05,2001-06-15,0
22124,2000-02-26,2000-05-29,0
22125,2002-10-24,2003-04-26,0
22128,2000-10-19,2001-01-18,0
22128,2003-02-11,2004-03-14,0
22128,2005-10-01,2005-11-06,0
22133,2008-06-15,2008-08-29,0
22144,2003-09-15,2003-11-11,0
22147,2007-04-24,2007-07-13,0
22147,2007-07-21,2008-01-09,0
22147,2008-12-14,2010-12-03,1
22148,2009-08-12,2009-11-12,1
22148,2013-02-04,2013-02-17,0
22149,2008-01-29,2009-01-14,0
22149,2009-02-14,2009-04-09,0
22149,2008-02-03,2009-11-26,0
22149,2009-02-15,2009-11-29,0
22149,2009-08-19,2010-01-15,0
22149,2011-09-17,2011-11-21,0
22149,2012-11-10,2013-07-26,0
22149,2013-08-29,2014-02-11,0
22149,2014-07-07,2014-12-20,0
22150,2002-10-20,2003-02-14,0
22151,2006-04-21,2006-06-09,0
22151,2006-07-15,2006-07-23,0
22153,2004-04-03,2004-05-23,0
22153,2005-12-21,2006-04-10,0
22157,2000-01-14,2000-12-30,1
22157,2000-01-28,2002-09-25,0
22157,2000-01-14,2004-08-18,0
22160,2008-09-06,2009-05-30,0
22164,2005-02-22,2005-06-16,0
22169,2006-07-26,2006-11-18,0
22169,2009-07-01,2009-09-15,0
22169,2014-07-30,2014-10-14,0
22169,2014-08-02,2015-01-19,0
22171,2008-06-28,2008-08-17,1
22171,2010-03-06,2011-12-01,1
22171,2010-03-03,2013-09-16,1
22174,2008-01-30,2008-03-21,0
22178,2000-11-12,2002-02-15,0
22178,2002-07-18,2002-11-22,0
22179,2004-08-07,2004-09-12,0
22179,2005-01-07,2005-02-12,0
22179,2005-03-25,2005-06-16,0
22179,2005-08-17,2005-11-20,0
22179,2006-01-20,2006-03-09,1
22179,2005-03-12,2009-10-16,1
22180,2005-08-15,2005-09-20,0
22180,2007-09-19,2007-12-03,0
22180,2008-10-14,2009-07-29,1
22180,2013-04-02,2013-09-24,0
22180,2013-03-29,2014-08-30,1
22180,2014-07-19,2014-09-14,0
22182,2008-02-25,2008-05-05,0
22183,2008-04-23,2009-01-31,1
22187,2006-11-19,2006-12-03,0
22188,2004-10-25,2005-06-12,0
22189,2011-11-28,2011-12-12,0
22191,2005-12-19,2006-02-27,0
22191,2006-05-24,2006-07-11,1
22191,2009-07-27,2009-10-30,1
22191,2013-04-12,2013-10-16,1
22192,2002-01-20,2002-02-09,0
22192,2002-06-14,2002-11-20,1
22192,2002-02-04,2002-11-19,0
22192,2005-08-10,2005-12-03,1
22192,2006-02-05,2006-02-05,1
22195,2000-08-29,2000-10-08,0
22196,2008-12-19,2010-03-20,0
22198,2000-11-02,2001-11-30,0
22198,2001-11-10,2002-02-13,0
22198,2006-08-24,2007-02-01,0
22198,2008-10-08,2008-11-23,1
22199,2000-09-27,2001-01-27,0
22199,2006-07-03,2006-11-14,0
22200,2006-02-28,2006-04-05,0
22201,2006-12-19,2007-02-11,0
22201,2009-08-10,2010-01-17,1
22201,2009-08-14,2013-01-20,1
22203,2003-11-16,2003-12-25,0
22204,2001-11-13,2002-01-02,0
22205,2004-04-06,2004-08-30,0
22207,2004-06-27,2004-08-02,0
22207,2005-10-27,2006-01-16,0
22208,2010-02-01,2010-07-04,1
22209,2003-05-30,2003-07-26,0
22209,2003-11-07,2004-02-12,1
22212,2002-01-28,2002-03-18,0
22212,2002-02-02,2003-04-23,0
22212,2003-01-01,2003-05-02,0
22212,2003-10-15,2004-01-19,0
22212,2003-11-17,2004-03-03,0
22212,2004-03-13,2004-05-25,0
22212,2004-08-07,2004-08-15,0
22212,2005-02-15,2005-04-16,1
22212,2004-07-26,2005-05-12,0
22212,2008-01-06,2008-01-27,0
22212,2009-05-31,2009-11-13,1
22212,2011-03-18,2011-10-11,1
22212,2011-01-27,2011-11-03,0
22212,2012-09-12,2013-01-10,0
22212,2013-02-22,2013-05-29,1
22212,2012-12-09,2013-06-01,1
22212,2013-02-05,2013-05-27,1
22212,2013-05-14,2013-06-30,1
22212,2012-11-26,2015-05-27,0
22212,2013-05-13,2015-07-06,1
22213,2002-12-24,2003-03-09,0
22213,2003-01-01,2007-02-03,0
22215,2008-07-07,2008-07-23,0
22215,2008-08-08,2008-08-15,0
22215,2008-10-22,2011-01-09,1
22216,2000-01-20,2000-06-06,0
22216,2000-01-07,2000-09-30,0
22216,2001-03-06,2001-06-27,0
22216,2001-09-29,2001-12-16,0
22216,2001-10-03,2002-12-16,1
22216,2002-10-13,2002-12-24,1
22216,2001-10-08,2004-09-14,0
22216,2001-10-01,2005-06-12,1
22216,2007-05-02,2007-08-10,0
22216,2007-07-19,2007-12-22,0
22216,2007-07-26,2009-10-01,0
22216,2010-10-13,2011-07-08,1
22216,2010-10-07,2012-02-13,1
22217,2004-07-07,2004-11-21,0
22217,2006-07-08,2006-09-15,0
22217,2006-11-01,2007-11-18,0
22223,2008-04-06,2008-08-13,0
22223,2008-11-23,2009-04-14,1
22223,2008-11-28,2010-12-19,1
22223,2012-03-11,2012-06-06,1
22223,2013-11-27,2014-03-18,1
22225,2000-12-28,2001-02-13,0
22225,2008-05-12,2008-09-17,0
22226,2004-06-10,2005-05-29,0
22229,2006-07-26,2006-09-23,0
22233,2002-02-14,2002-08-07,0
22233,2001-12-19,2006-02-17,0
22234,2004-04-23,2004-05-28,0
22235,2001-07-20,2001-09-15,0
22235,2001-06-26,2002-05-20,1
22235,2003-08-14,2004-08-02,0
22235,2004-01-24,2004-08-20,1
22235,2006-09-18,2006-10-24,0
22235,2006-09-26,2006-11-14,1
22235,2013-07-16,2013-09-19,0
22238,2004-12-25,2005-07-20,0
22238,2006-02-24,2006-04-18,1
22238,2006-05-01,2006-05-02,1
22238,2008-01-20,2008-02-18,1
22238,2011-08-11,2012-04-25,1
22238,2014-06-19,2015-05-21,0
22240,2000-08-25,2001-05-28,0
22240,2004-02-29,2004-04-22,0
22240,2004-03-08,2004-08-22,1
22241,2007-03-04,2007-05-12,1
22241,2007-06-01,2007-07-16,1
22241,2009-06-16,2009-08-27,1
22243,2007-07-31,2007-11-22,0
22243,2009-01-28,2009-02-27,0
22248,2004-04-02,2004-04-30,0
22248,2007-01-09,2007-04-06,0
22248,2012-06-15,2012-06-25,0
22249,2008-09-12,2008-09-25,0
22249,2015-05-12,2015-12-03,0
22251,2009-10-07,2010-02-08,0
22255,2005-11-06,2006-04-13,0
22256,2000-09-21,2000-12-07,0
22256,2006-12-01,2007-04-19,0
22256,2008-01-27,2008-02-21,0
22256,2009-06-29,2009-09-16,0
22256,2009-06-21,2011-12-28,0
22257,2003-06-14,2004-01-29,0
22258,2006-12-01,2007-09-10,1
22260,2000-01-22,2000-09-04,0
22261,2000-07-24,2000-11-06,0
22261,2005-06-01,2005-10-07,0
22261,2006-03-05,2006-08-19,1
22261,2013-10-22,2014-02-03,0
22263,2010-04-04,2010-06-28,0
22263,2009-12-21,2013-01-21,0
22265,2011-05-14,2011-08-20,1
22265,2011-05-30,2014-12-28,0
22267,2010-06-18,2010-07-15,0
22269,2000-11-10,2001-01-25,0
22269,2001-04-27,2001-05-27,0
22270,2003-09-02,2003-11-24,0
22270,2009-11-20,2010-02-17,0
22271,2005-12-23,2006-09-28,0
22271,2005-12-09,2008-07-24,0
22274,2000-03-19,2000-04-21,0
22274,2002-05-19,2002-07-28,0
22274,2005-10-21,2005-11-19,0
22275,2007-07-22,2008-03-04,0
22275,2009-07-27,2009-08-15,1
22277,2007-11-07,2007-12-20,0
22280,2008-06-16,2008-06-28,0
22285,2011-04-17,2011-06-26,0
22289,2002-05-01,2002-06-27,0
22289,2003-06-10,2003-09-13,0
22289,2003-06-07,2006-12-13,0
22289,2008-05-16,2008-11-15,1
22294,2000-03-10,2001-12-15,0
22295,2007-05-12,2007-11-26,0
22297,2008-02-25,2008-05-08,0
22297,2008-08-06,2008-09-20,0
22299,2009-06-20,2009-06-22,0
22299,2010-05-16,2010-08-22,0
22299,2010-01-10,2010-12-26,0
22299,2010-01-02,2011-05-21,1
22299,2010-05-20,2011-06-14,0
22299,2015-01-23,2015-02-18,0
22299,2015-03-31,2015-07-08,0
22300,2007-07-17,2008-01-14,1
22302,2004-06-07,2004-07-21,0
22304,2008-11-21,2009-07-11,0
22305,2004-03-28,2004-05-20,0
22305,2004-04-09,2007-12-22,0
22305,2004-04-11,2008-07-21,1
22306,2004-01-06,2004-02-21,0
22306,2004-08-21,2004-09-24,1
22306,2005-09-09,2005-11-01,0
22306,2004-08-18,2006-02-16,1
22306,2009-03-07,2009-11-29,1
22316,2001-10-16,2002-03-13,0
22317,2002-09-03,2002-12-17,0
22319,2010-04-22,2010-07-27,0
22321,2006-06-19,2006-09-05,0
22323,2008-02-02,2008-10-03,0
22323,2011-06-09,2011-06-30,0
22325,2004-11-02,2005-01-01,0
22325,2004-10-30,2005-08-29,1
22326,2003-01-14,2003-03-21,0
22327,2005-04-03,2005-12-27,0
22328,2003-10-10,2004-01-18,0
22330,2010-06-18,2010-11-10,1
22335,2007-07-30,2007-11-08,0
22335,2009-05-03,2009-05-30,1
22335,2009-01-30,2009-05-17,1
22335,2012-12-24,2013-02-20,0
22336,2006-06-15,2006-09-13,0
22337,2011-07-07,2011-09-19,1
22337,2010-06-23,2011-11-12,0
22338,2006-06-09,2006-09-15,1
22338,2008-04-20,2008-05-21,0
22339,2004-10-21,2005-03-17,0
22339,2006-07-27,2007-03-13,0
22340,2012-05-30,2015-06-16,0
22341,2006-07-21,2006-08-18,0
22343,2011-10-04,2012-01-25,1
22343,2012-11-07,2013-03-07,0
22344,2012-12-03,2012-12-15,0
22346,2009-06-13,2010-07-01,0
22346,2009-06-18,2011-10-18,1
22347,2010-12-02,2011-02-22,0
22348,2008-11-20,2008-12-04,0
22348,2012-01-28,2012-05-13,1
22349,2003-10-01,2004-03-31,0
22351,2003-03-27,2003-05-06,0
22351,2007-11-04,2008-10-01,1
22352,2006-07-18,2006-09-13,0
22352,2008-07-24,2008-09-21,0
22353,2001-04-12,2001-07-03,0
22354,2010-07-11,2011-03-03,0
22354,2010-07-06,2011-10-29,1
22354,2015-11-01,2015-11-30,1
22355,2006-02-14,2006-08-02,0
22358,2000-03-19,2000-07-20,0
22358,2000-03-03,2003-05-06,0
22358,2003-06-20,2003-11-03,1
22358,2004-12-21,2005-01-10,0
22358,2007-12-26,2008-05-09,0
22358,2013-07-05,2014-04-24,1
22359,2008-05-13,2008-10-09,0
22359,2015-04-07,2015-07-17,0
22362,2014-02-23,2014-09-02,0
22363,2002-10-30,2002-12-15,1
22363,2002-10-19,2004-02-04,1
22363,2004-07-09,2004-11-29,1
22363,2005-01-13,2005-02-25,0
22363,2005-09-17,2006-02-25,1
22363,2007-03-09,2007-05-27,0
22363,2010-09-23,2011-03-26,0
22364,2004-11-05,2005-10-17,0
22365,2006-04-22,2006-05-02,0
22365,2008-06-15,2009-10-09,0
22365,2010-04-20,2010-06-14,0
22365,2011-06-04,2011-10-21,1
22367,2003-08-18,2003-09-01,0
22368,2005-11-13,2006-07-15,0
22369,2006-05-07,2006-09-23,0
22369,2006-04-30,2007-10-20,0
22369,2008-01-26,2008-04-25,1
22369,2010-01-22,2010-02-01,1
22369,2012-04-03,2012-04-06,1
22369,2013-07-17,2013-11-18,1
22369,2010-01-24,2014-08-14,1
22369,2014-12-22,2015-05-23,1
22370,2008-05-05,2008-05-11,0
22372,2007-06-11,2007-09-02,0
22375,2005-05-19,2005-10-08,0
22379,2007-12-17,2007-12-29,0
22381,2006-05-03,2006-05-09,0
22381,2007-07-16,2007-08-23,0
22381,2011-01-29,2011-04-03,0
22381,2012-02-01,2012-03-06,0
22383,2009-11-21,2010-03-14,1
22383,2009-12-04,2015-12-04,0
22385,2011-07-27,2011-09-27,0
22385,2013-11-14,2013-11-26,0
22385,2014-05-19,2014-10-01,0
22387,2008-10-10,2009-09-12,1
22387,2012-04-11,2012-04-24,0
22387,2012-10-24,2013-03-04,1
22387,2008-09-28,2013-03-30,1
22387,2014-05-07,2014-10-02,0
22387,2014-10-01,2014-12-06,1
22387,2015-08-12,2015-08-26,0
22388,2010-12-22,2011-03-29,0
22394,2002-07-28,2003-05-17,0
22396,2004-12-14,2005-05-30,0
22396,2006-11-25,2007-11-29,0
22396,2006-11-12,2009-09-24,0
22397,2004-07-15,2005-07-18,0
22397,2006-07-25,2006-08-12,1
22397,2009-10-22,2010-05-18,1
22397,2011-02-03,2011-05-23,1
22399,2006-01-23,2006-07-23,0
22401,2005-05-23,2005-11-15,1
22405,2011-06-10,2011-08-11,0
22408,2007-03-12,2007-05-01,0
22411,2011-10-11,2012-02-13,1
22412,2008-05-07,2008-11-29,0
22413,2006-04-30,2007-02-02,0
22413,2006-04-30,2008-07-07,1
22414,2006-02-21,2006-05-09,0
22414,2007-08-26,2008-06-02,1
22414,2007-09-07,2008-10-03,1
22419,2006-12-26,2007-06-22,0
22419,2013-12-25,2014-03-07,0
22419,2014-11-11,2015-02-18,0
22419,2014-10-15,2015-03-11,0
22420,2002-04-20,2002-07-06,0
22420,2002-04-10,2003-08-08,0
22420,2004-09-18,2004-10-30,0
22420,2005-12-11,2006-06-12,1
22420,2007-09-03,2007-10-09,1
22420,2011-06-18,2011-10-02,0
22421,2001-03-05,2003-02-05,1
22422,2002-07-21,2002-10-15,0
22422,2002-12-03,2003-04-29,1
22422,2002-08-02,2003-05-04,0
22422,2005-06-27,2006-04-09,1
22422,2011-09-18,2012-10-26,1
22424,2002-02-27,2002-07-26,0
22424,2002-07-05,2002-09-24,1
22424,2004-03-08,2004-03-18,0
22431,2006-08-09,2006-09-08,0
22432,2007-07-30,2007-12-02,0
22433,2005-12-04,2006-01-15,0
22433,2005-12-19,2007-06-03,0
22433,2005-12-13,2009-10-22,0
22433,2013-07-19,2013-11-21,0
22435,2004-11-11,2004-12-11,0
22442,2003-10-11,2003-11-06,0
22443,2002-09-10,2003-11-09,0
22443,2004-10-11,2005-01-14,0
22443,2005-05-18,2005-10-31,1
22443,2008-10-12,2009-08-20,1
22443,2010-12-15,2011-05-10,1
22443,2013-04-27,2013-11-26,0
22444,2007-02-27,2007-03-17,0
22445,2008-12-30,2009-02-08,0
22445,2009-08-18,2010-04-03,1
22445,2011-09-16,2012-02-26,1
22445,2013-07-19,2014-06-20,1
22445,2013-11-25,2014-07-07,1
22451,2005-08-13,2005-09-04,0
22451,2005-08-14,2007-12-01,1
22451,2006-09-23,2007-12-14,1
22453,2009-06-23,2009-09-11,0
22453,2009-12-20,2010-10-12,0
22453,2009-06-20,2010-11-29,0
22453,2008-03-21,2013-09-15,0
22455,2004-08-09,2004-10-18,0
22455,2005-08-29,2005-09-17,0
22455,2008-03-16,2008-07-06,1
22455,2010-03-13,2010-10-02,1
22457,2010-07-24,2011-02-12,1
22457,2012-06-26,2012-07-26,0
22457,2013-03-03,2014-01-11,1
22457,2010-07-26,2014-02-17,1
22460,2006-01-22,2006-05-28,0
22460,2006-09-19,2007-02-17,0
22463,2006-07-31,2006-10-04,1
22464,2007-02-27,2007-11-14,0
22464,2008-05-17,2008-08-22,0
22464,2008-05-25,2009-03-11,1
22468,2009-03-29,2010-01-19,0
22468,2013-08-30,2013-10-11,0
22469,2004-09-17,2004-10-18,0
22469,2005-11-09,2006-05-08,1
22469,2006-05-18,2006-07-19,1
22470,2008-05-18,2008-08-03,1
22470,2008-05-12,2012-05-07,1
22470,2010-08-18,2012-05-29,1
22470,2014-04-29,2014-09-30,1
22470,2008-05-12,2015-09-24,1
22471,2004-04-26,2004-05-08,1
22471,2005-10-20,2006-03-03,0
22471,2006-01-30,2006-06-23,1
22471,2008-10-19,2008-11-05,0
22471,2009-09-07,2010-02-12,1
22471,2014-02-25,2014-04-12,0
22472,2006-09-10,2007-01-19,1
22472,2006-09-17,2009-04-19,1
22472,2009-03-11,2009-05-12,0
22472,2009-07-21,2009-10-11,1
22473,2004-01-23,2004-06-06,0
22473,2004-01-24,2005-07-26,0
22473,2004-01-30,2005-11-25,0
22475,2000-03-10,2000-04-01,0
22475,2001-12-06,2002-03-16,0
22475,2007-11-20,2008-03-29,0
22475,2008-07-24,2009-12-03,0
22475,2007-11-21,2010-01-24,0
22475,2010-07-21,2010-10-26,0
22475,2014-08-21,2015-10-28,1
22476,1997-10-29,1998-06-20,0
22476,2000-06-12,2001-01-24,1
22476,2004-04-13,2004-06-11,1
22476,2005-03-16,2005-03-30,1
22476,2000-06-14,2007-02-23,1
22476,2000-06-09,2009-01-16,1
22476,2009-02-12,2009-06-19,1
22477,2009-07-02,2009-09-11,0
22478,2007-12-10,2008-07-06,1
22479,2002-07-02,2002-11-16,0
22480,2006-12-23,2007-03-25,0
22480,2007-08-22,2007-11-18,0
22480,2007-01-03,2008-01-07,0
22480,2007-08-11,2008-07-16,1
22480,2007-08-21,2010-04-07,1
22481,2006-11-23,2008-03-08,0
22481,2010-04-27,2011-05-04,1
22481,2006-11-22,2011-09-03,0
22481,2012-04-15,2012-10-15,1
22482,2005-09-10,2006-06-27,1
22482,2007-03-22,2007-05-18,1
22482,2010-07-01,2010-09-22,1
22482,2014-08-31,2015-05-01,1
22483,2004-05-10,2004-08-10,0
22484,2002-10-11,2003-03-18,0
22484,2003-07-05,2003-09-07,0
22484,2005-06-26,2005-07-11,0
22484,2006-03-15,2006-07-26,1
22484,2003-07-12,2006-08-19,1
22484,2006-03-02,2006-08-10,1
22484,2006-07-19,2006-11-01,1
22484,2007-08-17,2008-07-26,1
22484,2010-01-11,2010-11-10,1
22484,2009-09-23,2010-11-20,1
22484,2006-08-06,2011-01-23,1
22488,2010-08-02,2011-04-12,0
22488,2013-08-28,2014-02-03,0
22488,2014-12-28,2015-04-18,0
22489,2003-09-28,2003-11-15,0
22489,2004-12-10,2005-03-08,1
22489,2008-02-25,2008-05-14,0
22490,2006-12-22,2007-02-02,0
22490,2006-12-18,2007-09-10,1
22490,2010-04-16,2010-10-08,1
22490,2012-09-19,2012-12-21,1
22493,2007-06-08,2007-10-13,0
22494,2005-04-05,2005-05-17,0
22495,2009-10-14,2010-05-06,1
22495,2009-10-13,2014-12-23,1
22501,2005-08-20,2005-12-31,0
22501,2008-01-01,2008-06-19,1
22501,2005-08-26,2009-02-20,1
22504,2001-03-31,2002-03-12,0
22504,2006-10-15,2007-05-07,0
22508,2007-07-17,2007-08-11,0
22508,2007-09-28,2007-12-23,1
22508,2011-11-25,2012-02-04,1
22508,2015-01-28,2015-02-21,1
22509,2009-06-14,2009-08-18,0
22509,2013-03-08,2013-03-22,0
22509,2013-04-16,2014-03-28,0
22509,2013-04-21,2015-03-27,1
22514,2002-04-21,2003-02-18,1
22514,2004-09-03,2004-12-30,1
22514,2011-12-29,2012-03-24,0
22516,2003-10-17,2004-01-20,0
22516,2009-11-15,2010-03-20,0
22516,2009-12-03,2010-03-20,0
22516,2011-08-05,2011-11-01,1
22517,2004-04-08,2004-05-20,0
22517,2006-01-11,2006-05-09,1
22517,2010-03-15,2010-07-18,1
22518,2005-12-22,2006-01-23,0
22519,2000-04-23,2000-06-07,0
22519,2001-02-13,2001-11-18,0
22519,2002-07-30,2002-09-24,0
22519,2006-08-21,2006-12-07,0
22519,2009-07-27,2010-07-02,0
22519,2009-10-16,2010-12-01,0
22519,2011-05-05,2011-12-11,1
22519,2013-05-04,2015-07-24,1
22521,2011-06-22,2011-11-21,0
22521,2013-12-13,2014-04-03,0
22527,2007-09-15,2008-02-20,1
22529,2002-04-28,2002-06-25,0
22535,2009-05-01,2009-06-24,0
22537,2005-05-17,2005-08-14,0
22538,2004-01-12,2004-02-02,0
22539,2006-08-30,2006-11-12,0
22539,2006-11-23,2007-06-13,1
22541,2001-09-25,2002-01-30,0
22541,2007-04-04,2009-08-16,0
22541,2007-04-02,2013-12-16,0
22542,2005-06-01,2005-08-08,0
22544,2000-12-06,2001-01-24,0
22547,2009-05-16,2010-11-09,0
22550,2005-03-20,2005-05-27,0
22550,2005-03-22,2006-03-06,0
22550,2005-03-24,2006-06-16,0
22550,2005-03-26,2006-08-27,1
22551,2000-09-22,2001-04-07,0
22553,2004-05-15,2004-09-11,0
22553,2005-10-27,2006-03-24,1
22553,2008-07-10,2008-10-03,1
22553,2008-10-11,2008-10-19,1
22553,2010-06-14,2011-07-14,0
22553,2010-05-27,2013-11-03,0
22557,2009-07-21,2009-08-31,0
22558,2009-05-28,2010-01-28,0
22558,2010-07-21,2010-08-27,0
22558,2013-11-09,2014-07-22,0
22558,2015-07-13,2016-01-10,0
22563,2003-10-25,2003-12-29,1
22564,2002-01-29,2002-03-20,0
22567,2004-03-23,2005-06-16,0
22567,2007-02-04,2007-07-28,0
22567,2007-12-16,2008-03-03,0
22568,2013-01-23,2013-07-05,0
22573,2008-04-23,2008-09-11,0
22573,2015-04-06,2015-08-30,0
22575,2005-12-28,2006-02-19,0
22577,2009-05-16,2009-07-23,0
22581,2014-11-14,2015-02-28,1
22582,2006-06-05,2006-08-21,0
22582,2007-10-01,2007-11-08,1
22582,2006-05-29,2008-01-09,1
22582,2007-10-08,2011-01-05,0
22583,2004-06-15,2004-11-21,0
22584,2003-05-27,2003-07-30,0
22585,2006-05-31,2006-12-30,0
22585,2012-09-25,2012-11-06,0
22586,2012-10-09,2013-03-25,0
22586,2013-07-15,2014-05-21,0
22587,2000-07-31,2004-09-01,0
22589,2007-07-12,2007-12-05,0
22590,2007-08-22,2008-02-01,0
22595,2001-08-18,2001-10-28,0
22596,2004-01-22,2004-02-19,0
22597,2006-01-01,2006-04-26,0
22597,2008-03-22,2008-09-11,0
22598,2004-03-15,2005-02-03,0
22601,2006-12-21,2007-01-31,0
22601,2006-12-22,2007-08-02,1
22601,2007-03-25,2007-08-02,0
22601,2007-08-01,2008-03-21,1
22601,2012-08-22,2013-03-21,0
22602,2004-01-01,2004-04-13,0
22604,2010-03-25,2010-05-01,0
22606,2010-04-11,2010-08-16,0
22606,2012-07-20,2013-03-18,0
22607,2005-02-02,2005-05-21,0
22607,2005-12-09,2006-03-22,1
22607,2005-12-15,2008-06-25,0
22607,2008-10-23,2008-12-18,0
22607,2008-08-23,2009-03-04,0
